4194304, 32, 0, 0.713392
4194304, 32, 1, 0.675767
4194304, 32, 2, 0.629127
4194304, 32, 3, 0.706798
4194304, 32, 4, 0.715924
4194304, 32, 5, 0.710018
4194304, 64, 0, 1.528873
4194304, 64, 1, 1.192031
4194304, 64, 2, 1.305445
4194304, 64, 3, 1.243856
4194304, 64, 4, 1.239066
4194304, 64, 5, 1.175342
8388608, 1, 0, 0.886094
8388608, 1, 1, 0.905276
8388608, 1, 2, 0.897511
8388608, 1, 3, 0.891453
8388608, 1, 4, 0.885798
8388608, 1, 5, 0.884770
8388608, 2, 0, 0.787998
8388608, 2, 1, 0.664207
8388608, 2, 2, 0.685338
8388608, 2, 3, 0.673836
8388608, 2, 4, 0.698878
8388608, 2, 5, 0.694596
8388608, 4, 0, 0.461642
8388608, 4, 1, 0.392197
8388608, 4, 2, 0.432106
8388608, 4, 3, 0.473216
8388608, 4, 4, 0.453249
8388608, 4, 5, 0.499238
8388608, 8, 0, 0.385676
8388608, 8, 1, 0.391191
8388608, 8, 2, 0.338217
8388608, 8, 3, 0.472781
8388608, 8, 4, 0.411173
8388608, 8, 5, 0.474205
8388608, 16, 0, 0.581828
8388608, 16, 1, 0.654677
8388608, 16, 2, 0.688600
8388608, 16, 3, 0.693059
8388608, 16, 4, 0.652497
8388608, 16, 5, 0.661826
8388608, 32, 0, 0.762472
8388608, 32, 1, 0.809845
8388608, 32, 2, 0.737116
8388608, 32, 3, 0.750069
8388608, 32, 4, 0.797833
8388608, 32, 5, 0.703321
8388608, 64, 0, 1.610961
8388608, 64, 1, 1.226778
8388608, 64, 2, 1.164299
8388608, 64, 3, 1.154945
8388608, 64, 4, 1.193999
8388608, 64, 5, 1.251378
16777216, 1, 0, 2.472943
16777216, 1, 1, 2.463360
16777216, 1, 2, 2.465454
16777216, 1, 3, 2.472055
16777216, 1, 4, 2.476744
16777216, 1, 5, 2.462445
16777216, 2, 0, 1.418108
16777216, 2, 1, 1.409494
16777216, 2, 2, 1.395251
16777216, 2, 3, 1.415145
16777216, 2, 4, 1.485398
16777216, 2, 5, 1.467650
16777216, 4, 0, 0.799609
16777216, 4, 1, 0.800092
16777216, 4, 2, 0.885607
16777216, 4, 3, 0.779929
16777216, 4, 4, 0.744018
16777216, 4, 5, 0.789873
16777216, 8, 0, 0.621646
16777216, 8, 1, 0.583097
16777216, 8, 2, 0.627685
16777216, 8, 3, 0.637729
16777216, 8, 4, 0.700090
16777216, 8, 5, 0.605371
16777216, 16, 0, 0.754699
16777216, 16, 1, 0.762015
16777216, 16, 2, 0.740130
16777216, 16, 3, 0.825567
16777216, 16, 4, 0.739320
16777216, 16, 5, 0.819243
16777216, 32, 0, 1.389934
16777216, 32, 1, 1.305577
16777216, 32, 2, 1.362078
16777216, 32, 3, 1.329330
16777216, 32, 4, 1.310883
16777216, 32, 5, 1.388486
16777216, 64, 0, 1.699012
16777216, 64, 1, 1.496455
16777216, 64, 2, 1.548496
16777216, 64, 3, 1.608402
16777216, 64, 4, 1.683827
16777216, 64, 5, 1.600841
33554432, 1, 0, 5.134856
33554432, 1, 1, 5.145135
33554432, 1, 2, 5.145354
33554432, 1, 3, 5.143564
33554432, 1, 4, 5.143330
33554432, 1, 5, 5.151978
33554432, 2, 0, 4.018688
33554432, 2, 1, 4.155388
33554432, 2, 2, 4.081162
33554432, 2, 3, 4.231316
33554432, 2, 4, 4.059792
33554432, 2, 5, 4.230602
33554432, 4, 0, 1.616118
33554432, 4, 1, 1.609867
33554432, 4, 2, 1.696734
33554432, 4, 3, 1.757070
33554432, 4, 4, 1.730159
33554432, 4, 5, 1.696011
33554432, 8, 0, 1.114054
33554432, 8, 1, 1.002243
33554432, 8, 2, 1.045334
33554432, 8, 3, 1.030907
33554432, 8, 4, 1.077157
33554432, 8, 5, 1.051841
33554432, 16, 0, 1.010808
33554432, 16, 1, 1.010421
33554432, 16, 2, 0.996191
33554432, 16, 3, 0.886856
33554432, 16, 4, 1.050057
33554432, 16, 5, 1.077632
33554432, 32, 0, 1.400198
33554432, 32, 1, 1.397425
33554432, 32, 2, 1.330083
33554432, 32, 3, 1.371966
33554432, 32, 4, 1.494197
33554432, 32, 5, 1.263428
33554432, 64, 0, 1.683770
33554432, 64, 1, 1.546154
33554432, 64, 2, 1.611191
33554432, 64, 3, 1.564082
33554432, 64, 4, 1.591545
33554432, 64, 5, 1.536959
67108864, 1, 0, 9.126766
67108864, 1, 1, 9.092811
67108864, 1, 2, 9.084015
67108864, 1, 3, 9.096090
67108864, 1, 4, 9.043361
67108864, 1, 5, 9.140680
67108864, 2, 0, 8.395972
67108864, 2, 1, 8.390955
67108864, 2, 2, 8.536110
67108864, 2, 3, 8.252330
67108864, 2, 4, 8.464529
67108864, 2, 5, 8.410285
67108864, 4, 0, 4.716409
67108864, 4, 1, 4.413495
67108864, 4, 2, 4.632383
67108864, 4, 3, 4.689769
67108864, 4, 4, 4.451493
67108864, 4, 5, 4.701615
67108864, 8, 0, 2.011461
67108864, 8, 1, 2.013593
67108864, 8, 2, 1.825780
67108864, 8, 3, 1.967096
67108864, 8, 4, 2.021250
67108864, 8, 5, 1.982203
67108864, 16, 0, 1.440290
67108864, 16, 1, 1.395187
67108864, 16, 2, 1.383944
67108864, 16, 3, 1.407858
67108864, 16, 4, 1.504839
67108864, 16, 5, 1.392844
67108864, 32, 0, 1.757878
67108864, 32, 1, 1.647159
67108864, 32, 2, 1.708356
67108864, 32, 3, 1.713614
67108864, 32, 4, 1.643169
67108864, 32, 5, 1.761440
67108864, 64, 0, 2.847484
67108864, 64, 1, 2.702104
67108864, 64, 2, 2.714444
67108864, 64, 3, 2.800528
67108864, 64, 4, 2.756018
67108864, 64, 5, 2.651755
134217728, 1, 0, 17.969431
134217728, 1, 1, 18.050865
134217728, 1, 2, 18.029153
134217728, 1, 3, 18.028831
134217728, 1, 4, 18.126488
134217728, 1, 5, 18.009029
134217728, 2, 0, 12.755661
134217728, 2, 1, 12.704178
134217728, 2, 2, 13.316733
134217728, 2, 3, 13.164627
134217728, 2, 4, 12.875938
134217728, 2, 5, 13.170185
134217728, 4, 0, 9.121461
134217728, 4, 1, 9.298359
134217728, 4, 2, 9.178573
134217728, 4, 3, 9.367007
134217728, 4, 4, 8.961169
134217728, 4, 5, 8.964962
134217728, 8, 0, 5.112481
134217728, 8, 1, 5.147200
134217728, 8, 2, 5.191598
134217728, 8, 3, 5.148118
134217728, 8, 4, 5.108413
134217728, 8, 5, 5.084444
134217728, 16, 0, 2.430730
134217728, 16, 1, 2.427816
134217728, 16, 2, 2.472679
134217728, 16, 3, 2.445258
134217728, 16, 4, 2.441027
134217728, 16, 5, 2.475405
134217728, 32, 0, 2.317757
134217728, 32, 1, 2.230923
134217728, 32, 2, 2.296660
134217728, 32, 3, 2.379618
134217728, 32, 4, 2.341926
134217728, 32, 5, 2.273236
134217728, 64, 0, 3.101588
134217728, 64, 1, 3.048693
134217728, 64, 2, 3.120724
134217728, 64, 3, 2.919722
134217728, 64, 4, 3.070565
134217728, 64, 5, 3.045746
268435456, 1, 0, 69.091320
268435456, 1, 1, 134.115032
268435456, 1, 2, 149.658016
268435456, 1, 3, 149.295878
268435456, 1, 4, 254.425789
268435456, 1, 5, 166.725908
268435456, 2, 0, 258.246316
268435456, 2, 1, 95.277140
268435456, 2, 2, 87.835965
268435456, 2, 3, 94.890851
268435456, 2, 4, 117.159181
268435456, 2, 5, 100.740810
268435456, 4, 0, 14.503033
268435456, 4, 1, 14.168845
268435456, 4, 2, 14.262300
268435456, 4, 3, 13.932611
268435456, 4, 4, 14.045835
268435456, 4, 5, 13.737211
268435456, 8, 0, 10.079339
268435456, 8, 1, 10.110950
268435456, 8, 2, 10.147437
268435456, 8, 3, 10.065266
268435456, 8, 4, 10.129639
268435456, 8, 5, 10.096189
268435456, 16, 0, 5.899404
268435456, 16, 1, 5.793611
268435456, 16, 2, 5.941120
268435456, 16, 3, 5.770718
268435456, 16, 4, 6.072140
268435456, 16, 5, 5.712402
268435456, 32, 0, 3.315565
268435456, 32, 1, 3.436761
268435456, 32, 2, 3.338882
268435456, 32, 3, 3.304438
268435456, 32, 4, 3.423639
268435456, 32, 5, 3.467146
268435456, 64, 0, 3.804234
268435456, 64, 1, 3.752082
268435456, 64, 2, 3.681168
268435456, 64, 3, 3.910613
268435456, 64, 4, 3.767132
268435456, 64, 5, 3.793196
536870912, 1, 0, 165.885589
536870912, 1, 1, 179.893577
536870912, 1, 2, 155.869538
536870912, 1, 3, 161.306239
536870912, 1, 4, 161.898901
536870912, 1, 5, 163.270119
536870912, 2, 0, 514.307052
536870912, 2, 1, 214.034374
536870912, 2, 2, 270.951345
536870912, 2, 3, 346.739392
536870912, 2, 4, 320.470087
536870912, 2, 5, 234.050537
536870912, 4, 0, 30.019489
536870912, 4, 1, 29.472653
536870912, 4, 2, 28.614568
536870912, 4, 3, 30.545791
536870912, 4, 4, 29.095395
536870912, 4, 5, 28.578133
536870912, 8, 0, 16.952830
536870912, 8, 1, 15.913952
536870912, 8, 2, 16.178658
536870912, 8, 3, 16.323143
536870912, 8, 4, 16.126545
536870912, 8, 5, 15.873131
536870912, 16, 0, 11.978284
536870912, 16, 1, 11.545356
536870912, 16, 2, 11.505192
536870912, 16, 3, 11.374460
536870912, 16, 4, 11.393928
536870912, 16, 5, 11.398383
536870912, 32, 0, 7.268638
536870912, 32, 1, 7.032016
536870912, 32, 2, 7.154644
536870912, 32, 3, 7.137547
536870912, 32, 4, 7.152672
536870912, 32, 5, 7.075494
536870912, 64, 0, 5.334985
536870912, 64, 1, 5.427935
536870912, 64, 2, 5.383179
536870912, 64, 3, 5.401041
536870912, 64, 4, 5.539293
536870912, 64, 5, 5.489881
1073741824, 2, 0, 1154.368556
1073741824, 2, 1, 328.653795
1073741824, 2, 2, 512.302160
1073741824, 4, 0, 27.450877
1073741824, 4, 1, 27.285477
1073741824, 4, 2, 27.343363
1073741824, 4, 3, 27.089201
1073741824, 4, 4, 27.769204
1073741824, 4, 5, 27.435386
1073741824, 8, 0, 14.242182
1073741824, 8, 1, 14.044848
1073741824, 8, 2, 13.558775
1073741824, 8, 3, 13.622168
1073741824, 8, 4, 13.865477
1073741824, 8, 5, 13.739811
1073741824, 16, 0, 8.321819
1073741824, 16, 1, 8.530327
1073741824, 16, 2, 8.489576
1073741824, 16, 3, 8.534105
1073741824, 16, 4, 8.546416
1073741824, 16, 5, 8.522454
1073741824, 32, 0, 7.128439
1073741824, 32, 1, 7.176612
1073741824, 32, 2, 7.201561
1073741824, 32, 3, 7.135089
1073741824, 32, 4, 7.086370
1073741824, 32, 5, 7.165357
1073741824, 64, 0, 5.681359
1073741824, 64, 1, 5.758191
1073741824, 64, 2, 5.655463
1073741824, 64, 3, 5.714366
1073741824, 64, 4, 5.716690
1073741824, 64, 5, 5.646828
