131072, 1, 0, 0.003048
131072, 1, 1, 0.003098
131072, 1, 2, 0.002837
131072, 1, 3, 0.003053
131072, 1, 4, 0.002712
131072, 1, 5, 0.003107
131072, 2, 0, 0.079897
131072, 2, 1, 0.029626
131072, 2, 2, 0.049488
131072, 2, 3, 0.044859
131072, 2, 4, 0.036016
131072, 2, 5, 0.034279
131072, 4, 0, 0.054183
131072, 4, 1, 0.078781
131072, 4, 2, 0.055963
131072, 4, 3, 0.020015
131072, 4, 4, 0.026238
131072, 4, 5, 0.074804
131072, 8, 0, 0.131858
131072, 8, 1, 0.034523
131072, 8, 2, 0.116849
131072, 8, 3, 0.124896
131072, 8, 4, 0.128716
131072, 8, 5, 0.116719
131072, 16, 0, 0.278262
131072, 16, 1, 0.171721
131072, 16, 2, 0.170424
131072, 16, 3, 0.163902
131072, 16, 4, 0.216717
131072, 16, 5, 0.193444
131072, 32, 0, 0.460158
131072, 32, 1, 0.389476
131072, 32, 2, 0.441053
131072, 32, 3, 0.404055
131072, 32, 4, 0.478939
131072, 32, 5, 0.415431
131072, 64, 0, 0.977952
131072, 64, 1, 0.609757
131072, 64, 2, 0.689172
131072, 64, 3, 0.637372
131072, 64, 4, 0.630953
131072, 64, 5, 0.602567
262144, 1, 0, 0.006321
262144, 1, 1, 0.018060
262144, 1, 2, 0.017939
262144, 1, 3, 0.006017
262144, 1, 4, 0.005907
262144, 1, 5, 0.005856
262144, 2, 0, 0.034521
262144, 2, 1, 0.078689
262144, 2, 2, 0.045358
262144, 2, 3, 0.029403
262144, 2, 4, 0.066622
262144, 2, 5, 0.021662
262144, 4, 0, 0.159569
262144, 4, 1, 0.111728
262144, 4, 2, 0.091588
262144, 4, 3, 0.068206
262144, 4, 4, 0.115980
262144, 4, 5, 0.104690
262144, 8, 0, 0.154226
262144, 8, 1, 0.134258
262144, 8, 2, 0.121032
262144, 8, 3, 0.108094
262144, 8, 4, 0.147001
262144, 8, 5, 0.127825
262144, 16, 0, 0.270415
262144, 16, 1, 0.239602
262144, 16, 2, 0.245857
262144, 16, 3, 0.245299
262144, 16, 4, 0.217421
262144, 16, 5, 0.240065
262144, 32, 0, 0.517817
262144, 32, 1, 0.426935
262144, 32, 2, 0.418284
262144, 32, 3, 0.420967
262144, 32, 4, 0.420337
262144, 32, 5, 0.412038
262144, 64, 0, 0.547781
262144, 64, 1, 0.571936
262144, 64, 2, 0.506005
262144, 64, 3, 0.509850
262144, 64, 4, 0.554351
262144, 64, 5, 0.556776
524288, 1, 0, 0.026934
524288, 1, 1, 0.026400
524288, 1, 2, 0.024160
524288, 1, 3, 0.024400
524288, 1, 4, 0.024289
524288, 1, 5, 0.024120
524288, 2, 0, 0.064569
524288, 2, 1, 0.097842
524288, 2, 2, 0.058884
524288, 2, 3, 0.069689
524288, 2, 4, 0.060089
524288, 2, 5, 0.034881
524288, 4, 0, 0.111001
524288, 4, 1, 0.117681
524288, 4, 2, 0.121031
524288, 4, 3, 0.111361
524288, 4, 4, 0.102223
524288, 4, 5, 0.149658
524288, 8, 0, 0.161477
524288, 8, 1, 0.139585
524288, 8, 2, 0.140291
524288, 8, 3, 0.141095
524288, 8, 4, 0.172420
524288, 8, 5, 0.132363
524288, 16, 0, 0.313918
524288, 16, 1, 0.274163
524288, 16, 2, 0.286650
524288, 16, 3, 0.181511
524288, 16, 4, 0.232714
524288, 16, 5, 0.284383
524288, 32, 0, 0.621412
524288, 32, 1, 0.440515
524288, 32, 2, 0.422432
524288, 32, 3, 0.439687
524288, 32, 4, 0.423165
524288, 32, 5, 0.432966
524288, 64, 0, 0.996742
524288, 64, 1, 0.861592
524288, 64, 2, 0.960966
524288, 64, 3, 0.912008
524288, 64, 4, 0.903926
524288, 64, 5, 0.945636
1048576, 1, 0, 0.065733
1048576, 1, 1, 0.046530
1048576, 1, 2, 0.061656
1048576, 1, 3, 0.061117
1048576, 1, 4, 0.065653
1048576, 1, 5, 0.053183
1048576, 2, 0, 0.088269
1048576, 2, 1, 0.059357
1048576, 2, 2, 0.099539
1048576, 2, 3, 0.098655
1048576, 2, 4, 0.079284
1048576, 2, 5, 0.087550
1048576, 4, 0, 0.148757
1048576, 4, 1, 0.110953
1048576, 4, 2, 0.099166
1048576, 4, 3, 0.117352
1048576, 4, 4, 0.103598
1048576, 4, 5, 0.189776
1048576, 8, 0, 0.264055
1048576, 8, 1, 0.277658
1048576, 8, 2, 0.224993
1048576, 8, 3, 0.226051
1048576, 8, 4, 0.266362
1048576, 8, 5, 0.323034
1048576, 16, 0, 0.318843
1048576, 16, 1, 0.283417
1048576, 16, 2, 0.320570
1048576, 16, 3, 0.321589
1048576, 16, 4, 0.270985
1048576, 16, 5, 0.297813
1048576, 32, 0, 0.692210
1048576, 32, 1, 0.598129
1048576, 32, 2, 0.639074
1048576, 32, 3, 0.645916
1048576, 32, 4, 0.571080
1048576, 32, 5, 0.578815
1048576, 64, 0, 1.016956
1048576, 64, 1, 0.897101
1048576, 64, 2, 0.935662
1048576, 64, 3, 0.968359
1048576, 64, 4, 0.931609
1048576, 64, 5, 0.895665
2097152, 1, 0, 0.204637
2097152, 1, 1, 0.180728
2097152, 1, 2, 0.185697
2097152, 1, 3, 0.201946
2097152, 1, 4, 0.195943
2097152, 1, 5, 0.185034
2097152, 2, 0, 0.111730
2097152, 2, 1, 0.156849
2097152, 2, 2, 0.136270
2097152, 2, 3, 0.159476
2097152, 2, 4, 0.184673
2097152, 2, 5, 0.185642
2097152, 4, 0, 0.223862
2097152, 4, 1, 0.149558
2097152, 4, 2, 0.161466
2097152, 4, 3, 0.190340
2097152, 4, 4, 0.203612
2097152, 4, 5, 0.148181
2097152, 8, 0, 0.330211
2097152, 8, 1, 0.305960
2097152, 8, 2, 0.290782
2097152, 8, 3, 0.224093
2097152, 8, 4, 0.323751
2097152, 8, 5, 0.288367
2097152, 16, 0, 0.362652
2097152, 16, 1, 0.350440
2097152, 16, 2, 0.334408
2097152, 16, 3, 0.360426
2097152, 16, 4, 0.371797
2097152, 16, 5, 0.313337
2097152, 32, 0, 0.693626
2097152, 32, 1, 0.508113
2097152, 32, 2, 0.540369
2097152, 32, 3, 0.541754
2097152, 32, 4, 0.559191
2097152, 32, 5, 0.518920
2097152, 64, 0, 1.161657
2097152, 64, 1, 0.905818
2097152, 64, 2, 0.903696
2097152, 64, 3, 0.962704
2097152, 64, 4, 0.950449
2097152, 64, 5, 0.897168
4194304, 1, 0, 0.408891
4194304, 1, 1, 0.414814
4194304, 1, 2, 0.401716
4194304, 1, 3, 0.414489
4194304, 1, 4, 0.410265
4194304, 1, 5, 0.424433
4194304, 2, 0, 0.322848
4194304, 2, 1, 0.427487
4194304, 2, 2, 0.346377
4194304, 2, 3, 0.352636
4194304, 2, 4, 0.351386
4194304, 2, 5, 0.343933
4194304, 4, 0, 0.230812
4194304, 4, 1, 0.280874
4194304, 4, 2, 0.211151
4194304, 4, 3, 0.213191
4194304, 4, 4, 0.253829
4194304, 4, 5, 0.294014
4194304, 8, 0, 0.300823
4194304, 8, 1, 0.320002
4194304, 8, 2, 0.358707
4194304, 8, 3, 0.319875
4194304, 8, 4, 0.320543
4194304, 8, 5, 0.343233
4194304, 16, 0, 0.644530
4194304, 16, 1, 0.558164
4194304, 16, 2, 0.495366
4194304, 16, 3, 0.639070
4194304, 16, 4, 0.599269
4194304, 16, 5, 0.621858
